ID,PERSONNEL_ID,PASSWORD_HASH,SALT,CREATED_AT,UPDATED_AT
5dea2650-1e6b-4a32-8b34-5af32d8c50ef,1db2573d-2b7a-4726-b37c-e324941a9e87,"$argon2id$v=19$m=19456,t=2,p=1$vJ/Mlh7bfqg1K8rJ27sQKQ$M3IlVsY8afNyGoRL8wTZdUO8/ELUAVWJj87YU8UdSkA",10,2025-10-26T10:30:00,2025-10-26T10:30:00
d5ee1428-7cc8-4649-9415-8863ebb355ba,8082d2a2-c927-46d9-8724-389554981477,"$argon2id$v=19$m=19456,t=2,p=1$vJ/Mlh7bfqg1K8rJ27sQKQ$M3IlVsY8afNyGoRL8wTZdUO8/ELUAVWJj87YU8UdSkA",10,2025-10-26T10:30:00,2025-10-26T10:30:00
187b33c4-c118-40a6-b186-711ddd17abb1,fb139529-acc5-48c7-9be7-49a2c35f0d1f,"$argon2id$v=19$m=19456,t=2,p=1$vJ/Mlh7bfqg1K8rJ27sQKQ$M3IlVsY8afNyGoRL8wTZdUO8/ELUAVWJj87YU8UdSkA",10,2025-10-26T10:30:00,2025-10-26T10:30:00
99faf108-51c0-47e6-bd8b-91c003e34e21,ebc71fa1-3800-4618-b2b0-0646e80fcb92,"$argon2id$v=19$m=19456,t=2,p=1$vJ/Mlh7bfqg1K8rJ27sQKQ$M3IlVsY8afNyGoRL8wTZdUO8/ELUAVWJj87YU8UdSkA",10,2025-10-26T10:30:00,2025-10-26T10:30:00
07ea985b-a158-44bb-a388-9d43143b5d1a,8c7e2e19-c060-4dfc-8e7b-cb2dbb8899a3,"$argon2id$v=19$m=19456,t=2,p=1$vJ/Mlh7bfqg1K8rJ27sQKQ$M3IlVsY8afNyGoRL8wTZdUO8/ELUAVWJj87YU8UdSkA",10,2025-10-26T10:30:00,2025-10-26T10:30:00
4e99bc21-251a-4ada-b3ac-223422475278,4fe4291f-f65f-4813-b7f2-de3ab1f72e4f,"$argon2id$v=19$m=19456,t=2,p=1$vJ/Mlh7bfqg1K8rJ27sQKQ$M3IlVsY8afNyGoRL8wTZdUO8/ELUAVWJj87YU8UdSkA",10,2025-10-26T10:30:00,2025-10-26T10:30:00
7f8eb9ff-a30b-4339-83a4-04d4496be42a,109a889e-6ca3-4773-96ac-48d5a10eff57,"$argon2id$v=19$m=19456,t=2,p=1$vJ/Mlh7bfqg1K8rJ27sQKQ$M3IlVsY8afNyGoRL8wTZdUO8/ELUAVWJj87YU8UdSkA",10,2025-10-26T10:30:00,2025-10-26T10:30:00
a7573796-fe6c-46a1-82d9-96928c29607c,3c02446d-274d-4c02-8f63-3298c3c192f3,"$argon2id$v=19$m=19456,t=2,p=1$vJ/Mlh7bfqg1K8rJ27sQKQ$M3IlVsY8afNyGoRL8wTZdUO8/ELUAVWJj87YU8UdSkA",10,2025-10-26T10:30:00,2025-10-26T10:30:00
6f8eb9ff-a30b-4339-83a4-04d4496be42a,e00c7f88-2212-4fe8-a9e1-bb7740af8448,"$argon2id$v=19$m=19456,t=2,p=1$vJ/Mlh7bfqg1K8rJ27sQKQ$M3IlVsY8afNyGoRL8wTZdUO8/ELUAVWJj87YU8UdSkA",10,2025-10-26T10:30:00,2025-10-26T10:30:00
5f8eb9ff-a30b-4339-83a4-04d4496be42a,fdd03a7c-e3b7-41cc-bc53-efb695d18af4,"$argon2id$v=19$m=19456,t=2,p=1$vJ/Mlh7bfqg1K8rJ27sQKQ$M3IlVsY8afNyGoRL8wTZdUO8/ELUAVWJj87YU8UdSkA",10,2025-10-26T10:30:00,2025-10-26T10:30:00
4f8eb9ff-a30b-4339-83a4-04d4496be42a,3fdcc4ec-6658-41ec-819d-d096537e505f,"$argon2id$v=19$m=19456,t=2,p=1$vJ/Mlh7bfqg1K8rJ27sQKQ$M3IlVsY8afNyGoRL8wTZdUO8/ELUAVWJj87YU8UdSkA",10,2025-10-26T10:30:00,2025-10-26T10:30:00
3f8eb9ff-a30b-4339-83a4-04d4496be42a,6d9aab6a-59fc-42e3-82f5-3274c0db820c,"$argon2id$v=19$m=19456,t=2,p=1$vJ/Mlh7bfqg1K8rJ27sQKQ$M3IlVsY8afNyGoRL8wTZdUO8/ELUAVWJj87YU8UdSkA",10,2025-10-26T10:30:00,2025-10-26T10:30:00
2f8eb9ff-a30b-4339-83a4-04d4496be42a,1e44dba8-db59-4e3c-81b8-aaca17dec165,"$argon2id$v=19$m=19456,t=2,p=1$vJ/Mlh7bfqg1K8rJ27sQKQ$M3IlVsY8afNyGoRL8wTZdUO8/ELUAVWJj87YU8UdSkA",10,2025-10-26T10:30:00,2025-10-26T10:30:00
